,gsId,name,type,gradeRange,enrollment,gsRating,parentRating,city,state,districtId,district,districtNCESId,address,phone,fax,website,ncesId,lat,lon,schoolName,latitude,longitude,headOfficialName,freeAndReducedPriceLunch,idea,plan504,percentTeachersInFirstSecondYear,"White, non-Hispanic","Black, non-Hispanic",Hispanic,Multiracial,Asian,Native American or Native Alaskan,Native Hawaiian or Other Pacific Islander
70,606,Covington Middle School,public,6-8,634,5,4,Austin,TX,115,Austin Independent School District,4808940,"3700 Convict Hill Road,  Austin, TX  78749",(512) 414-3276,(512) 892-4547,covingtoncolts.org   twitter @covington_colts,480894006208,30.211359,-97.83413,Covington Middle School,30.211359,-97.83413,TAI CHOICE,62.4,16.6,10.7,6.1,28.24,5.46,60.22,2.96,2.5,0.31,0.31
71,607,Mendez Middle School,public,6-8,790,1,4,Austin,TX,115,Austin Independent School District,4808940,"5106 Village Square Drive,  Austin, TX  78744",(512) 414-3284,(512) 442-5738,,480894006209,30.188675,-97.74306,Mendez Middle School,30.188675,-97.74306,CHRIS JONES,93.8,10.2,10.4,19.7,1.65,7.47,90.13,0.63,0.0,0.13,0.0
72,608,Boone Elementary School,public,PK-5,573,8,4,Austin,TX,115,Austin Independent School District,4808940,"8101 Croftwood Drive,  Austin, TX  78749",(512) 414-2537,(512) 280-3307,http://boone.austinschools.org/,480894006210,30.203724,-97.840225,Boone Elementary School,30.203724,-97.840225,ALAN STEVENS,48.17,16,8.9,2.8,40.84,4.19,43.63,5.24,5.76,0.35,0.0
73,610,Kocurek Elementary School,public,PK-5,544,4,4,Austin,TX,115,Austin Independent School District,4808940,"9800 Curlew Drive,  Austin, TX  78748",(512) 414-2547,(512) 282-7824,www.kocurekelementary.com,480894006212,30.177746,-97.83525,Kocurek Elementary School,30.177746,-97.83525,MS HEATHER SCHOLL,64.56,8.1,6.5,11.4,24.85,7.13,61.1,4.89,1.83,0.0,0.2
74,613,Bowie High School,public,9-12,2912,9,4,Austin,TX,115,Austin Independent School District,4808940,"4103 West Slaughter Lane,  Austin, TX  78749",(512) 414-5247,(512) 292-0527,,480894006508,30.186369,-97.85873,Bowie High School,30.186369,-97.85873,MARK ROBINSON,11.88,7.7,4.7,9.2,50.17,3.26,36.95,4.6,4.84,0.14,0.03
75,620,Mills Elementary School,public,PK-5,812,9,4,Austin,TX,115,Austin Independent School District,4808940,"6201 Davis Lane,  Austin, TX  78749",(512) 841-2400,(512) 841-2490,http://www.millspta.org/,480894008062,30.210917,-97.8782,Mills Elementary School,30.210917,-97.8782,MS LALLA BEACHUM,8.25,9.8,3.4,3.6,56.9,1.48,25.49,5.42,10.47,0.25,0.0
76,2032,Popham Elementary School,public,PK-5,775,3,4,Austin,TX,315,Del Valle Independent School District,4816620,"7014 Elroy Road,  Austin, TX  78617",(512) 386-3750,(512) 386-3755,www.dvisd.net,481662001426,30.157845,-97.64396,Popham Elementary School,30.157845,-97.64396,CARRIE ABRAMS,87.61,5.8,2.4,2.3,5.42,3.87,88.0,1.03,0.65,1.03,0.0
77,2034,Hillcrest Elementary School,public,PK-5,599,2,4,Austin,TX,315,Del Valle Independent School District,4816620,"6910 East William Cannon Drive,  Austin, TX  78744",(512) 386-3550,(512) 386-3555,www.dvisd.net,481662005695,30.16541,-97.729095,Hillcrest Elementary School,30.16541,-97.729095,JENNIFER EBERLY,96.49,5.3,1.4,0,3.17,2.5,93.49,0.5,0.0,0.17,0.17
78,2203,Hill Country Middle School,public,6-8,1057,10,4,Austin,TX,342,Eanes Independent School District,4817760,"1300 Walsh Tarlton Lane,  Austin, TX  78746",(512) 732-9220,(512) 732-9229,http://hcms.eanesisd.net/,481776001548,30.27101,-97.80366,Hill Country Middle School,30.27101,-97.80366,MRS KATHLEEN SULLIVAN,2.18,5.7,7.3,6.7,71.05,1.23,13.62,3.03,10.6,0.38,0.09
79,2204,Westlake High School,public,7-12,2584,9,4,Austin,TX,342,Eanes Independent School District,4817760,"4100 Westbank Drive,  Austin, TX  78746",(512) 732-9280,(512) 732-9289,http://www.whschaps.com/,481776001549,30.275679,-97.81373,Westlake High School,30.275679,-97.81373,MR STEVE RAMSEY,2.36,7,4.6,5,68.92,0.93,14.01,4.53,11.22,0.35,0.04
80,2207,West Ridge Middle School,public,6-8,946,10,4,Austin,TX,342,Eanes Independent School District,4817760,"9201 Scenic Bluff Drive,  Austin, TX  78733",(512) 732-9240,(512) 732-9249,http://wrms.eanesisd.net/,481776006398,30.302864,-97.88434,West Ridge Middle School,30.302864,-97.88434,MS DIANNE CARTER,2.96,7.7,5.2,6.6,68.29,0.32,10.04,4.44,16.81,0.11,0.0
81,2209,Barton Creek Elementary School,public,K-5,505,10,4,Austin,TX,342,Eanes Independent School District,4817760,"1370 Patterson Road,  Austin, TX  78733",(512) 732-9180,(512) 732-9189,,481776021527,30.303408,-97.87958,Barton Creek Elementary School,30.303408,-97.87958,MS TIFFANY PHELPS,0.59,12.7,1.3,11,59.21,0.4,8.51,6.73,25.15,0.0,0.0
82,4147,Lago Vista Elementary School,public,PK-3,526,7,4,Austin,TX,581,Lago Vista Independent School District,4826400,"P O Box 4929,  Austin, TX  78734",(512) 267-8300 x4500,(512) 267-8362,www.lagovistaisd.net,482640002972,30.385658,-97.95364,Lago Vista Elementary School,30.385658,-97.95364,MRS MICHELLE JACKSON,34.85,12.4,3.2,2.9,68.24,0.54,25.77,4.72,0.0,0.54,0.18
83,4157,Lake Travis Elementary School,public,PK-5,888,8,4,Austin,TX,583,Lake Travis Independent School District,4826470,"3322 Ranch Road 620 South,  Austin, TX  78738",(512) 533-6300,(512) 533-6301,,482647005762,30.327839,-97.96536,Lake Travis Elementary School,30.327839,-97.96536,MRS ANGELA FRANKHOUSER,45.38,9.4,2.2,12.7,45.27,0.9,49.44,2.7,1.46,0.23,0.0
84,4260,Steiner Ranch Elementary School,public,PK-5,632,9,4,Austin,TX,596,Leander Independent School District,4827030,"4001 North Quinlan Park Road,  Austin, TX  78732",(512) 570-5700,(512) 570-5705,http://steiner.leanderisd.org/,482703007498,30.379328,-97.88424,Steiner Ranch Elementary School,30.379328,-97.88424,MS ANGELA HODGES,7.44,7.7,4.7,0,64.87,2.69,17.09,5.85,9.02,0.16,0.32
85,5413,Dessau Elementary School,public,3-5,510,5,4,Austin,TX,793,Pflugerville Independent School District,4834830,"1501 Dessau Ridge Lane,  Austin, TX  78754",(512) 594-4600,(512) 594-4605,http://www.pfisd.net/Domain/21,483483006463,30.401651,-97.643936,Dessau Elementary School,30.401651,-97.643936,CAROLYN PARKER,80.39,10.9,1.7,21.4,7.25,10.98,74.31,1.18,5.88,0.0,0.39
86,5420,John B Connally High School,public,9-12,1901,4,4,Austin,TX,793,Pflugerville Independent School District,4834830,"13212 North Lamar Boulevard,  Austin, TX  78753",(512) 594-0800,(512) 594-0805,http://www.pfisd.net/Domain/8,483483007467,30.41821,-97.676346,John B Connally High School,30.41821,-97.676346,SHEILA REED,65.39,9.3,1.7,15.9,8.36,22.36,53.39,2.16,13.31,0.32,0.11
87,5424,Copperfield Elementary School,public,PK-5,468,6,4,Austin,TX,793,Pflugerville Independent School District,4834830,"12135 Thompkins Drive,  Austin, TX  78753",(512) 594-5800,(512) 594-5805,http://www.pfisd.net/Page/468,483483008065,30.388332,-97.65998,Copperfield Elementary School,30.388332,-97.65998,GEORGIE ARENAZ,73.29,10.7,0.7,12,8.55,15.17,70.51,2.56,3.21,0.0,0.0
88,5868,Jollyville Elementary School,public,PK-5,489,6,4,Austin,TX,870,Round Rock Independent School District,4838080,"6720 Corpus Christi Drive,  Austin, TX  78729",(512) 428-2200,(512) 428-2299,schools.roundrockisd.org/jollyville/,483808002306,30.444317,-97.750755,Jollyville Elementary School,30.444317,-97.750755,SCOTT C MORGAN,36.2,11.8,4.2,8.1,39.06,9.0,27.61,7.57,15.95,0.61,0.2
89,5872,Forest North Elementary School,public,PK-5,404,5,4,Austin,TX,870,Round Rock Independent School District,4838080,"13414 Broadmeade Avenue,  Austin, TX  78729",(512) 464-6750,(512) 464-6794,schools.roundrockisd.org/forestnorth/,483808004250,30.470728,-97.78183,Forest North Elementary School,30.470728,-97.78183,AMY JACOBS,42.08,10.4,2.1,13.3,44.06,11.14,30.94,4.95,8.91,0.0,0.0
90,5874,Kathy Caraway Elementary School,public,PK-5,739,8,4,Austin,TX,870,Round Rock Independent School District,4838080,"11104 Oak View Drive,  Austin, TX  78759",(512) 464-5500,(512) 464-5590,schools.roundrockisd.org/caraway/,483808004252,30.419579,-97.7696,Kathy Caraway Elementary School,30.419579,-97.7696,KATRINA ANN BAILEY,13.94,8.1,6.1,17.2,40.05,3.92,17.59,5.28,32.48,0.41,0.27
91,5877,Spicewood Elementary School,public,K-5,808,10,4,Austin,TX,870,Round Rock Independent School District,4838080,"11601 Olson Drive,  Austin, TX  78750",(512) 428-3600,(512) 428-3690,schools.roundrockisd.org/spicewood/,483808004257,30.444965,-97.80434,Spicewood Elementary School,30.444965,-97.80434,TEYAN PAGE,4.83,4.9,6.4,9.6,49.88,0.99,12.75,4.58,31.19,0.62,0.0
92,5880,Cedar Valley Middle School,public,6-8,1368,10,4,Austin,TX,870,Round Rock Independent School District,4838080,"8139 Racine Trail,  Austin, TX  78717",(512) 428-2300,(512) 428-2420,schools.roundrockisd.org/cedarvalley/,483808005611,30.492628,-97.73422,Cedar Valley Middle School,30.492628,-97.73422,ZAC OLDHAM,11.04,6.5,5.6,15.9,44.66,4.61,18.49,3.73,28.22,0.22,0.07
93,5883,Purple Sage Elementary School,public,PK-5,345,6,4,Austin,TX,870,Round Rock Independent School District,4838080,"11801 Tanglebriar Trail,  Austin, TX  78750",(512) 428-3500,(512) 428-3590,schools.roundrockisd.org/purplesage/,483808005804,30.457247,-97.82031,Purple Sage Elementary School,30.457247,-97.82031,SARA NELSON,35.35,6.2,3.1,7.7,51.06,3.93,37.46,3.32,2.72,0.91,0.6
94,5884,Westwood High School,public,9-12,2709,9,4,Austin,TX,870,Round Rock Independent School District,4838080,"12400 Mellow Meadow Drive,  Austin, TX  78750",(512) 464-4000,(512) 464-4020,schools.roundrockisd.org/westwood/,483808005805,30.456322,-97.7977,Westwood High School,30.456322,-97.7977,MARIO I ACOSTA,13.25,5,5.2,5.9,45.7,3.54,16.83,4.25,29.09,0.52,0.07
95,5885,Canyon Vista Middle School,public,6-8,1398,10,4,Austin,TX,870,Round Rock Independent School District,4838080,"8455 Spicewood Springs Road,  Austin, TX  78759",(512) 464-8100,(512) 464-8210,schools.roundrockisd.org/canyonvista/,483808006034,30.428354,-97.78429,Canyon Vista Middle School,30.428354,-97.78429,NICOLE HAGERTY,10.66,4.7,5.3,13.9,41.06,2.58,13.81,4.79,37.41,0.21,0.14
96,5886,Wells Branch Elementary School,public,PK-5,951,4,4,Austin,TX,870,Round Rock Independent School District,4838080,"14650 Merrilltown Drive,  Austin, TX  78728",(512) 428-3400,(512) 428-3490,schools.roundrockisd.org/wellsbranch/,483808006166,30.44641,-97.68799,Wells Branch Elementary School,30.44641,-97.68799,BELINDA CINI,54.89,6.9,1.8,8.4,23.34,16.72,44.06,6.31,8.94,0.63,0.0
97,5887,Laurel Mountain Elementary School,public,PK-5,800,10,4,Austin,TX,870,Round Rock Independent School District,4838080,"10111 D-K Ranch Road,  Austin, TX  78759",(512) 464-4300,(512) 464-4390,schools.roundrockisd.org/laurelmountain/,483808006167,30.413939,-97.78091,Laurel Mountain Elementary School,30.413939,-97.78091,JAN RICHARDS,3.13,3.5,4.1,6.2,31.37,1.0,7.25,5.38,54.87,0.13,0.0
98,5888,Pond Springs Elementary School,public,PK-5,640,5,4,Austin,TX,870,Round Rock Independent School District,4838080,"7825 Elkhorn Mountain Trail,  Austin, TX  78729",(512) 464-4200,(512) 464-4290,schools.roundrockisd.org/pondsprings/,483808006314,30.446201,-97.76417,Pond Springs Elementary School,30.446201,-97.76417,BROOKE BAILEY,25.0,11.1,4.2,10.2,54.22,6.09,25.78,5.94,7.19,0.63,0.16
99,5891,Mcneil High School,public,9-12,2625,7,4,Austin,TX,870,Round Rock Independent School District,4838080,"5720 McNeil Drive,  Austin, TX  78729",(512) 464-6300,(512) 464-6550,schools.roundrockisd.org/mcneil/,483808006469,30.448587,-97.73333,Mcneil High School,30.448587,-97.73333,AMANDA JOHNSON,22.13,7.8,3.5,7,42.97,10.29,24.42,4.42,17.33,0.3,0.27
100,5892,Live Oak Elementary School,public,PK-5,580,6,4,Austin,TX,870,Round Rock Independent School District,4838080,"8607 Anderson Mill Road,  Austin, TX  78729",(512) 428-3800,(512) 428-3890,schools.roundrockisd.org/liveoak/,483808006470,30.45348,-97.771126,Live Oak Elementary School,30.45348,-97.771126,KATIE HOLDING,41.03,17.3,2.9,4.2,45.17,11.55,33.28,5.69,3.62,0.17,0.52
101,5894,Deerpark Middle School,public,6-8,899,6,4,Austin,TX,870,Round Rock Independent School District,4838080,"8849 Anderson Mill Road,  Austin, TX  78729",(512) 464-6600,(512) 464-6740,schools.roundrockisd.org/deerpark/,483808006606,30.452366,-97.77288,Deerpark Middle School,30.452366,-97.77288,JONATHAN E SMITH,40.93,10.5,5,5.7,39.93,13.68,34.26,4.23,7.34,0.44,0.11
102,10132,Canyon Ridge Middle School,public,6-8,1284,10,4,Austin,TX,596,Leander Independent School District,4827030,"12601 Country Trails Lane,  Austin, TX  78732",(512) 570-3500,(512) 570-3505,http://crms.leanderisd.org/,482703011110,30.365335,-97.90305,Canyon Ridge Middle School,30.365335,-97.90305,MS KIMBERLY WALTMON,2.49,4.8,5.9,11.3,70.72,1.32,12.15,3.43,12.15,0.23,0.0
103,8615,Small Middle School,public,6-8,1006,5,4,Austin,TX,115,Austin Independent School District,4808940,"4801 Monterey Oaks Boulevard,  Austin, TX  78749",(512) 841-6700,(512) 841-6703,http://www.smallmiddleschool.org/,480894008390,30.233706,-97.842,Small Middle School,30.233706,-97.842,MR MATTHEW NELSON,30.82,9,11.2,7,48.21,4.67,38.87,4.47,3.48,0.3,0.0
104,8616,Casey Elementary School,public,PK-5,625,4,4,Austin,TX,115,Austin Independent School District,4808940,"9400 Texas Oaks Drive,  Austin, TX  78748",(512) 841-6900,(512) 841-6925,www.caseycrocodiles.com,480894008391,30.177267,-97.81461,Casey Elementary School,30.177267,-97.81461,MS LINA VILLARREAL,62.21,9.6,2.5,13.6,21.45,4.79,66.83,4.29,2.64,0.0,0.0
105,8618,Baranoff Elementary School,public,PK-5,984,9,4,Austin,TX,115,Austin Independent School District,4808940,"12009 Buckingham Gate Road,  Austin, TX  78748",(512) 841-7100,(512) 841-7104,http://www.baranoffschool.org/,480894008393,30.153902,-97.852165,Baranoff Elementary School,30.153902,-97.852165,MS MEGAN COUNIHAN,11.38,5.9,6.4,13.2,52.24,2.64,34.25,4.98,5.59,0.3,0.0
106,8717,Bee Cave Elementary School,public,PK-5,623,8,4,Austin,TX,583,Lake Travis Independent School District,4826470,"3322 Ranch Road 620 South,  Austin, TX  78738",(512) 533-6250,(512) 533-6251,,482647008395,30.328274,-97.97106,Bee Cave Elementary School,30.328274,-97.97106,JENNIFER ANDJELIC,5.17,7.1,2.1,16.3,73.67,1.88,13.32,3.61,7.37,0.16,0.0
107,8733,Decker Elementary School,public,K-5,507,4,4,Austin,TX,646,Manor Independent School District,4828890,"8500 Decker Lane,  Austin, TX  78724",(512) 278-4150,(512) 278-4174,des.manorisd.net/,482889008394,30.311619,-97.6169,Decker Elementary School,30.311619,-97.6169,MS BRANDON POWELL,63.12,7.6,0.9,16.9,2.96,12.43,83.23,0.79,0.0,0.59,0.0
108,9117,John P Ojeda J High School,public,6-8,886,2,4,Austin,TX,315,Del Valle Independent School District,4816620,"4900 McKinney Falls Parkway,  Austin, TX  78744",(512) 386-3500,(512) 386-3505,www.dvisd.net,481662009527,30.190788,-97.71197,John P Ojeda J High School,30.190788,-97.71197,ANDREW DEWALT,90.18,12.4,4.7,14.8,4.85,6.77,86.57,1.02,0.34,0.45,0.0
109,9128,Laura Welch Bush Elementary School,public,PK-5,835,10,4,Austin,TX,596,Leander Independent School District,4827030,"12600 Country Trails Lane,  Austin, TX  78732",(512) 570-6100,(512) 570-6100,,482703009440,30.366116,-97.89997,Laura Welch Bush Elementary School,30.366116,-97.89997,KRISTINE KLINE,0.84,7.9,4.1,1.9,68.38,0.96,12.22,4.31,13.77,0.36,0.0
110,9133,Patsy Sommer Elementary School,public,PK-5,1073,10,4,Austin,TX,870,Round Rock Independent School District,4838080,"16200 Avery Ranch Boulevard,  Austin, TX  78717",(512) 704-0600,(512) 704-0690,schools.roundrockisd.org/sommer/,483808011104,30.504526,-97.75202,Patsy Sommer Elementary School,30.504526,-97.75202,NANCY VARLJEN,2.24,8.3,2.3,10.2,38.96,1.49,9.32,4.94,45.2,0.09,0.0
111,9146,Cowan Elementary School,public,PK-5,790,9,4,Austin,TX,115,Austin Independent School District,4808940,"2817 Kentish Drive,  Austin, TX  78748",(512) 841-2700,(512) 841-2755,http://www.cowancoyotes.org/,480894008940,30.188688,-97.83348,Cowan Elementary School,30.188688,-97.83348,MS DEBORAH WARNKEN,30.38,5.5,4.3,0,45.44,3.04,40.89,5.95,4.56,0.13,0.0
112,9369,Texas School For The Deaf,public,PK-12,538,1,4,Austin,TX,1279,Texas Sch For The Deaf,4800253,"1102 South Congress Avenue,  Austin, TX  78704",(512) 462-5353,(512) 462-5313,www.tsd.state.tx.us,480025309537,30.253044,-97.75117,Texas School For The Deaf,30.253044,-97.75117,MR KARL HUMMEL,66.73,,0,18.1,45.17,14.5,32.16,0.74,6.13,1.3,0.0
113,9471,Hudson Bend Middle School,public,6-8,1096,9,4,Austin,TX,583,Lake Travis Independent School District,4826470,"3322 Ranch Road 620 South,  Austin, TX  78738",(512) 533-6400,(512) 533-6401,,482647008945,30.327839,-97.96536,Hudson Bend Middle School,30.327839,-97.96536,THOMAS PAYNE,16.7,8.6,5.1,6.1,64.69,0.46,25.18,3.92,5.47,0.27,0.0
114,9657,University of Texas at Austin High School,public,9-12,600,,4,Austin,TX,1273,University Of Texas At Austin High School,,"2901 N. IH35,  Austin, TX  78713",(512) 232-5000,(512) 471-7853,www.highschool.utexas.edu,,30.28,-97.74,University of Texas at Austin High School,30.28,-97.74,RYAN ZYSK,,,,,,,,,,,
115,9661,Westlake Alternative School,public,9-12,,,4,Austin,TX,342,Eanes Independent School District,4817760,"601 Camp Craft Road,  Austin, TX  78746",(512) 327-2203,,,481776009079,30.278156,-97.81645,Westlake Alternative School,30.278156,-97.81645,,,,,,,,,,,,
116,9663,Akins High School,public,9-12,2713,4,4,Austin,TX,115,Austin Independent School District,4808940,"10701 South 1st Street,  Austin, TX  78748",(512) 841-9900,(512) 841-9903,http://austinisd.org/,480894008937,30.148985,-97.80186,Akins High School,30.148985,-97.80186,MS TINA SALAZAR,66.27,11.7,4.5,11.4,10.5,8.18,76.82,1.51,2.8,0.07,0.11
117,9933,Lake Pointe Elementary School,public,PK-5,717,10,4,Austin,TX,583,Lake Travis Independent School District,4826470,"3322 Ranch Road 620 South,  Austin, TX  78738",(512) 533-6500,(512) 533-6003,,482647009414,30.327839,-97.96536,Lake Pointe Elementary School,30.327839,-97.96536,KELLY FREED,5.72,7.1,0.3,0,72.11,1.12,14.64,3.07,8.51,0.28,0.28
118,9931,Delco Primary School,public,PK-2,601,,4,Austin,TX,793,Pflugerville Independent School District,4834830,"12900 Dessau Road,  Austin, TX  78754",(512) 594-6200,(512) 594-6205,,483483009411,30.397984,-97.64358,Delco Primary School,30.397984,-97.64358,MS LIZBETH RUIZ,80.03,7.6,0.3,15.2,4.99,9.65,79.03,1.5,4.49,0.0,0.33
119,10790,Baldwin Elementary School,public,PK-5,787,8,4,Austin,TX,115,Austin Independent School District,4808940,"12200 Meridian Park Boulevard,  Austin, TX  78739",(512) 841-8900,(512) 841-8901,http://www.baldwinpta.org/,480894011064,30.18489,-97.923454,Baldwin Elementary School,30.18489,-97.923454,MS JENNIFER MURRAY,13.09,6.7,4.3,5.3,60.36,0.89,26.3,5.34,6.86,0.25,0.0
120,10792,Overton Elementary School,public,PK-6,718,4,4,Austin,TX,115,Austin Independent School District,4808940,"7201 Colony Loop Drive,  Austin, TX  78724",(512) 841-9300,(512) 841-9301,,480894011066,30.300186,-97.6367,Overton Elementary School,30.300186,-97.6367,MS COURTNEY COLVIN,94.01,10,8.7,10.1,0.42,22.84,75.49,0.97,0.28,0.0,0.0
121,10795,Perez Elementary School,public,PK-5,752,4,4,Austin,TX,115,Austin Independent School District,4808940,"7500 South Pleasant Valley Road,  Austin, TX  78744",(512) 841-9100,,,480894011067,30.17085,-97.75624,Perez Elementary School,30.17085,-97.75624,MS KARA MITCHELL-SANTIBANEZ,90.16,6.2,3.1,19.6,3.72,6.91,87.77,1.06,0.13,0.27,0.13
122,11838,Richards School For Young Women Leade,public,6-12,787,9,4,Austin,TX,115,Austin Independent School District,4808940,"2206 Prather Lane,  Austin, TX  78704",(512) 414-3236,(512) 441-5208,,480894011354,30.236443,-97.788284,Richards School For Young Women Leade,30.236443,-97.788284,MS KRISTINA WAUGH,58.07,1.1,1.3,7.8,19.7,6.99,65.69,4.45,3.05,0.0,0.13
123,11843,Creedmoor Elementary School,public,PK-5,721,3,4,Austin,TX,315,Del Valle Independent School District,4816620,"5604 Farm to Market Road 1327,  Austin, TX  78747",(512) 386-3950,(512) 386-3955,www.dvisd.net,481662011360,30.090845,-97.72035,Creedmoor Elementary School,30.090845,-97.72035,THOMAS MORENO,93.62,8.2,1.6,5.9,10.4,0.97,87.66,0.55,0.14,0.28,0.0
124,11937,River Place Elementary School,public,PK-5,768,8,4,Austin,TX,596,Leander Independent School District,4827030,"6500 Sitio Del Rio Boulevard,  Austin, TX  78730",(512) 570-6900,(512) 570-6905,http://riverplace.leanderisd.org/,482703011528,30.38982,-97.84521,River Place Elementary School,30.38982,-97.84521,TINA PASAK,9.51,5.9,2.8,6.4,60.42,5.47,17.84,5.21,11.07,0.0,0.0
125,11938,Grandview Hills Elementary School,public,PK-5,464,6,4,Austin,TX,596,Leander Independent School District,4827030,"12024 Vista Parke Drive,  Austin, TX  78726",(512) 570-6800,(512) 570-6805,http://grandviewhills.leanderisd.org/,482703011434,30.415436,-97.85333,Grandview Hills Elementary School,30.415436,-97.85333,MS KATHY GOECKE,18.1,8,2.5,5.6,55.82,5.17,23.49,4.31,10.78,0.43,0.0
126,11956,Serene Hills Elementary School,public,PK-5,769,9,4,Austin,TX,583,Lake Travis Independent School District,4826470,"3322 Ranch Road 620 South,  Austin, TX  78738",(512) 533-7400,(512) 533-7401,,482647011479,30.327839,-97.96536,Serene Hills Elementary School,30.327839,-97.96536,JULIE NEDERVELD,6.63,7.7,0.3,17.1,77.37,1.43,14.82,3.77,2.08,0.52,0.0
127,12100,Lbj High School,public,9-12,874,2,4,Austin,TX,115,Austin Independent School District,4808940,"7309 Lazy Creek Drive,  Austin, TX  78724",(512) 414-2543,(512) 414-7076,,480894011844,30.313496,-97.65667,Lbj High School,30.313496,-97.65667,MS SHEILA HENRY,77.8,,,,1.6,40.27,56.29,1.37,0.23,0.23,0.0
128,12101,Lasa High School,public,9-12,1016,10,4,Austin,TX,115,Austin Independent School District,4808940,"7309 Lazy Creek Drive,  Austin, TX  78724",(512) 414-2589,(512) 929-3955,,480894011930,30.313496,-97.65667,Lasa High School,30.313496,-97.65667,MS STACIA CRESCENZI,8.76,0.4,4.4,17.8,56.3,1.67,18.6,4.92,18.01,0.1,0.39
129,18848,Eastside Memorial High School,public,9-12,560,2,4,Austin,TX,115,Austin Independent School District,4808940,"1012 Arthur Stiles Road,  Austin, TX  78721",(512) 414-5810,(512) 414-6819,eastsidememorial.org,480894012013,30.257113,-97.68206,Eastside Memorial High School,30.257113,-97.68206,MIGUEL GARCIA,86.93,,,,3.09,15.97,78.58,0.54,1.45,0.36,0.0
130,18849,Pioneer Crossing Elementary School,public,PK-5,692,6,4,Austin,TX,646,Manor Independent School District,4828890,"11300 Samsung Boulevard,  Austin, TX  78754",(512) 278-4850,(512) 278-4259,pce.manorisd.net,482889011988,30.362078,-97.63998,Pioneer Crossing Elementary School,30.362078,-97.63998,EDDWINA FLOWERS,64.74,3.9,1.1,4.7,9.25,24.28,43.64,5.49,16.91,0.14,0.29
131,19335,Vandegrift High School,public,9-12,2257,8,4,Austin,TX,596,Leander Independent School District,4827030,"9500 McNeil Drive,  Austin, TX  78750",(512) 570-2300,(512) 570-2306,http://vhs.leanderisd.org/,482703012156,30.397078,-97.824104,Vandegrift High School,30.397078,-97.824104,MR CHARLES LITTLE,5.94,5,6.8,15.4,69.03,2.61,15.29,3.94,8.99,0.09,0.04
132,19534,Elsa England Elementary School,public,PK-5,903,10,4,Austin,TX,870,Round Rock Independent School District,4838080,"8801 Pearson Ranch Road,  Austin, TX  78717",(512) 704-1211,(512) 464-5090,www.roundrockisd.org/index.aspx?page=3904,483808012358,30.49369,-97.750725,Elsa England Elementary School,30.49369,-97.750725,JANA STOWE,5.54,,,,32.12,1.11,8.08,3.32,54.71,0.55,0.11
133,519,Allison Elementary School,public,PK-6,545,7,3,Austin,TX,115,Austin Independent School District,4808940,"515 Vargas Road,  Austin, TX  78741",(512) 414-2004,(512) 385-0905,http://www.allisonelementary.com/,480894000291,30.235785,-97.69203,Allison Elementary School,30.235785,-97.69203,MS LUPE MOLINA,95.6,4.4,8.2,11.3,0.55,4.04,95.23,0.0,0.0,0.18,0.0
134,523,Barrington Elementary School,public,PK-6,627,4,3,Austin,TX,115,Austin Independent School District,4808940,"400 Cooper Drive,  Austin, TX  78753",(512) 414-2008,(512) 836-4077,http://molliebarringtonschool.weebly.com/,480894000296,30.360529,-97.69607,Barrington Elementary School,30.360529,-97.69607,MS GILMA SANCHEZ,94.74,11.7,0.4,16.3,1.75,8.77,88.52,0.8,0.0,0.0,0.16
135,530,Brooke Elementary School,public,PK-5,254,3,3,Austin,TX,115,Austin Independent School District,4808940,"3100 East 4th Street,  Austin, TX  78702",(512) 414-2043,(512) 385-3862,http://www.brookeelementary.org/,480894000303,30.254822,-97.70851,Brooke Elementary School,30.254822,-97.70851,GRISELDA GALINDO-VARGAS,94.09,14.7,9.2,0,3.15,9.45,87.01,0.0,0.0,0.39,0.0
136,531,Brown Elementary School,public,PK-6,358,4,3,Austin,TX,115,Austin Independent School District,4808940,"505 West Anderson Lane,  Austin, TX  78752",(512) 414-2047,(512) 452-6097,http://tabrown.austinschools.org/,480894000304,30.344769,-97.71034,Brown Elementary School,30.344769,-97.71034,MS VERONICA SHARP,95.81,10.8,7.5,17.1,3.91,5.31,89.66,0.56,0.56,0.0,0.0
137,533,Burnet Middle School,public,6-8,1020,2,3,Austin,TX,115,Austin Independent School District,4808940,"8401 Hathaway Drive,  Austin, TX  78757",(512) 414-3225,(512) 452-0695,http://burnet.austinschools.org/,480894000306,30.365074,-97.7256,Burnet Middle School,30.365074,-97.7256,MARVELIA DELAROSA,90.69,14.2,6.4,1.4,3.82,8.53,84.02,1.37,2.25,0.0,0.0
138,536,Cook Elementary School,public,PK-5,553,5,3,Austin,TX,115,Austin Independent School District,4808940,"1511 Cripple Creek Drive,  Austin, TX  78758",(512) 414-2510,(512) 837-5983,,480894000309,30.378002,-97.70482,Cook Elementary School,30.378002,-97.70482,MR FRAMY DIAZ,97.11,6.8,2.3,16.9,4.34,7.23,86.98,0.36,0.9,0.18,0.0
139,540,Dobie Middle School,public,6-8,579,3,3,Austin,TX,115,Austin Independent School District,4808940,"1200 East Rundberg Lane,  Austin, TX  78753",(512) 414-3270,(512) 836-8411,http://www.dobiecollegeprep.org/,480894000313,30.35455,-97.679375,Dobie Middle School,30.35455,-97.679375,JESSE DE LA HUERTA,91.32,14.2,5.5,5.2,2.21,13.72,80.91,1.1,2.05,0.0,0.0
