PEIMS DATA FOR SCHOOL YEAR 2017-2018
STUDENT COUNTS LESS THAN 5 BUT NOT 0 AND RELATED INFORMATION ARE MASKED WITH "-9999999" IN COMPLIANCE WITH FERPA.
"Year","Region","County Name","District Name","District Number","Campus Name","Campus Number","Grade Group","Grade Level Name","Enrollment by Grade Level"
"2017-2018",13,"TRAVIS COUNTY","DEL VALLE ISD",227910,"DEL VALLE EL",227910110,"ELEMENTARY","Grade  5",132
"2017-2018",13,"TRAVIS COUNTY","DEL VALLE ISD",227910,"DEL VALLE H S",227910001,"HIGH SCHOOL","Grade  9",1005
"2017-2018",13,"TRAVIS COUNTY","DEL VALLE ISD",227910,"DEL VALLE H S",227910001,"HIGH SCHOOL","Grade 10",954
"2017-2018",13,"TRAVIS COUNTY","DEL VALLE ISD",227910,"DEL VALLE H S",227910001,"HIGH SCHOOL","Grade 11",534
"2017-2018",13,"TRAVIS COUNTY","DEL VALLE ISD",227910,"DEL VALLE H S",227910001,"HIGH SCHOOL","Grade 12",633
"2017-2018",13,"TRAVIS COUNTY","DEL VALLE ISD",227910,"DEL VALLE MIDDLE",227910041,"MIDDLE SCHOOL","Grade  6",319
"2017-2018",13,"TRAVIS COUNTY","DEL VALLE ISD",227910,"DEL VALLE MIDDLE",227910041,"MIDDLE SCHOOL","Grade  7",307
"2017-2018",13,"TRAVIS COUNTY","DEL VALLE ISD",227910,"DEL VALLE MIDDLE",227910041,"MIDDLE SCHOOL","Grade  8",332
"2017-2018",13,"TRAVIS COUNTY","DEL VALLE ISD",227910,"DEL VALLE OPPORTUNITY CTR",227910002,"ELEMENTARY / SECONDARY","Grade  9",14
"2017-2018",13,"TRAVIS COUNTY","DEL VALLE ISD",227910,"DEL VALLE OPPORTUNITY CTR",227910002,"ELEMENTARY / SECONDARY","Grade 10",48
"2017-2018",13,"TRAVIS COUNTY","DEL VALLE ISD",227910,"DEL VALLE OPPORTUNITY CTR",227910002,"ELEMENTARY / SECONDARY","Grade 11",75
"2017-2018",13,"TRAVIS COUNTY","DEL VALLE ISD",227910,"DEL VALLE OPPORTUNITY CTR",227910002,"ELEMENTARY / SECONDARY","Grade 12",69
"2017-2018",13,"TRAVIS COUNTY","PFLUGERVILLE ISD",227904,"DELCO PRI",227904113,"ELEMENTARY","Early Education",21
"2017-2018",13,"TRAVIS COUNTY","PFLUGERVILLE ISD",227904,"DELCO PRI",227904113,"ELEMENTARY","Pre-kindergarten",119
"2017-2018",13,"TRAVIS COUNTY","PFLUGERVILLE ISD",227904,"DELCO PRI",227904113,"ELEMENTARY","Kindergarten",180
"2017-2018",13,"TRAVIS COUNTY","PFLUGERVILLE ISD",227904,"DELCO PRI",227904113,"ELEMENTARY","Grade  1",195
"2017-2018",13,"TRAVIS COUNTY","PFLUGERVILLE ISD",227904,"DELCO PRI",227904113,"ELEMENTARY","Grade  2",182
"2017-2018",13,"TRAVIS COUNTY","UNIVERSITY OF TEXAS UNIVERSITY CHA",227806,"DEPELCHIN-RICHMOND",227806029,"ELEMENTARY","Grade  2",-9999999
"2017-2018",13,"TRAVIS COUNTY","UNIVERSITY OF TEXAS UNIVERSITY CHA",227806,"DEPELCHIN-RICHMOND",227806029,"ELEMENTARY","Grade  3",-9999999
"2017-2018",13,"TRAVIS COUNTY","UNIVERSITY OF TEXAS UNIVERSITY CHA",227806,"DEPELCHIN-RICHMOND",227806029,"ELEMENTARY","Grade  4",-9999999
"2017-2018",13,"TRAVIS COUNTY","UNIVERSITY OF TEXAS UNIVERSITY CHA",227806,"DEPELCHIN-RICHMOND",227806029,"ELEMENTARY","Grade  5",6
"2017-2018",13,"TRAVIS COUNTY","UNIVERSITY OF TEXAS UNIVERSITY CHA",227806,"DEPELCHIN-RICHMOND",227806029,"ELEMENTARY","Grade  6",-9999999
"2017-2018",13,"TRAVIS COUNTY","PFLUGERVILLE ISD",227904,"DESSAU EL",227904105,"ELEMENTARY","Grade  3",206
"2017-2018",13,"TRAVIS COUNTY","PFLUGERVILLE ISD",227904,"DESSAU EL",227904105,"ELEMENTARY","Grade  4",201
"2017-2018",13,"TRAVIS COUNTY","PFLUGERVILLE ISD",227904,"DESSAU EL",227904105,"ELEMENTARY","Grade  5",201
"2017-2018",13,"TRAVIS COUNTY","PFLUGERVILLE ISD",227904,"DESSAU MIDDLE",227904045,"MIDDLE SCHOOL","Grade  6",298
"2017-2018",13,"TRAVIS COUNTY","PFLUGERVILLE ISD",227904,"DESSAU MIDDLE",227904045,"MIDDLE SCHOOL","Grade  7",285
"2017-2018",13,"TRAVIS COUNTY","PFLUGERVILLE ISD",227904,"DESSAU MIDDLE",227904045,"MIDDLE SCHOOL","Grade  8",277
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DOBIE MIDDLE",227901055,"MIDDLE SCHOOL","Grade  6",202
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DOBIE MIDDLE",227901055,"MIDDLE SCHOOL","Grade  7",184
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DOBIE MIDDLE",227901055,"MIDDLE SCHOOL","Grade  8",193
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DOBIE PK CENTER",227901192,"ELEMENTARY","Early Education",5
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DOBIE PK CENTER",227901192,"ELEMENTARY","Pre-kindergarten",204
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DOSS EL",227901154,"ELEMENTARY","Early Education",-9999999
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DOSS EL",227901154,"ELEMENTARY","Kindergarten",105
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DOSS EL",227901154,"ELEMENTARY","Grade  1",153
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DOSS EL",227901154,"ELEMENTARY","Grade  2",138
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DOSS EL",227901154,"ELEMENTARY","Grade  3",132
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DOSS EL",227901154,"ELEMENTARY","Grade  4",154
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DOSS EL",227901154,"ELEMENTARY","Grade  5",150
"2017-2018",13,"TRAVIS COUNTY","EANES ISD",227909,"EANES EL",227909101,"ELEMENTARY","Early Education",10
"2017-2018",13,"TRAVIS COUNTY","EANES ISD",227909,"EANES EL",227909101,"ELEMENTARY","Kindergarten",67
"2017-2018",13,"TRAVIS COUNTY","EANES ISD",227909,"EANES EL",227909101,"ELEMENTARY","Grade  1",105
"2017-2018",13,"TRAVIS COUNTY","EANES ISD",227909,"EANES EL",227909101,"ELEMENTARY","Grade  2",107
"2017-2018",13,"TRAVIS COUNTY","EANES ISD",227909,"EANES EL",227909101,"ELEMENTARY","Grade  3",109
"2017-2018",13,"TRAVIS COUNTY","EANES ISD",227909,"EANES EL",227909101,"ELEMENTARY","Grade  4",115
"2017-2018",13,"TRAVIS COUNTY","EANES ISD",227909,"EANES EL",227909101,"ELEMENTARY","Grade  5",115
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"EASTSIDE MEMORIAL AT THE JOHNSTON",227901019,"HIGH SCHOOL","Grade  9",115
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"EASTSIDE MEMORIAL AT THE JOHNSTON",227901019,"HIGH SCHOOL","Grade 10",118
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"EASTSIDE MEMORIAL AT THE JOHNSTON",227901019,"HIGH SCHOOL","Grade 11",124
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"EASTSIDE MEMORIAL AT THE JOHNSTON",227901019,"HIGH SCHOOL","Grade 12",134
"2017-2018",13,"TRAVIS COUNTY","WAYSIDE SCHOOLS",227803,"EDEN PARK ACADEMY",227803101,"ELEMENTARY","Pre-kindergarten",38
"2017-2018",13,"TRAVIS COUNTY","WAYSIDE SCHOOLS",227803,"EDEN PARK ACADEMY",227803101,"ELEMENTARY","Kindergarten",60
"2017-2018",13,"TRAVIS COUNTY","WAYSIDE SCHOOLS",227803,"EDEN PARK ACADEMY",227803101,"ELEMENTARY","Grade  1",56
"2017-2018",13,"TRAVIS COUNTY","WAYSIDE SCHOOLS",227803,"EDEN PARK ACADEMY",227803101,"ELEMENTARY","Grade  2",63
"2017-2018",13,"TRAVIS COUNTY","WAYSIDE SCHOOLS",227803,"EDEN PARK ACADEMY",227803101,"ELEMENTARY","Grade  3",62
"2017-2018",13,"TRAVIS COUNTY","WAYSIDE SCHOOLS",227803,"EDEN PARK ACADEMY",227803101,"ELEMENTARY","Grade  4",59
"2017-2018",13,"TRAVIS COUNTY","WAYSIDE SCHOOLS",227803,"EDEN PARK ACADEMY",227803101,"ELEMENTARY","Grade  5",61
"2017-2018",13,"TRAVIS COUNTY","THE EXCEL CENTER",227828,"EXCEL CENTER LOCKHART",227828002,"HIGH SCHOOL","Grade  9",8
"2017-2018",13,"TRAVIS COUNTY","THE EXCEL CENTER",227828,"EXCEL CENTER LOCKHART",227828002,"HIGH SCHOOL","Grade 10",-9999999
"2017-2018",13,"TRAVIS COUNTY","THE EXCEL CENTER",227828,"EXCEL CENTER LOCKHART",227828002,"HIGH SCHOOL","Grade 11",-9999999
"2017-2018",13,"TRAVIS COUNTY","THE EXCEL CENTER",227828,"EXCEL CENTER LOCKHART",227828002,"HIGH SCHOOL","Grade 12",-9999999
"2017-2018",13,"TRAVIS COUNTY","EANES ISD",227909,"FOREST TRAIL EL",227909104,"ELEMENTARY","Kindergarten",81
"2017-2018",13,"TRAVIS COUNTY","EANES ISD",227909,"FOREST TRAIL EL",227909104,"ELEMENTARY","Grade  1",103
"2017-2018",13,"TRAVIS COUNTY","EANES ISD",227909,"FOREST TRAIL EL",227909104,"ELEMENTARY","Grade  2",91
"2017-2018",13,"TRAVIS COUNTY","EANES ISD",227909,"FOREST TRAIL EL",227909104,"ELEMENTARY","Grade  3",88
"2017-2018",13,"TRAVIS COUNTY","EANES ISD",227909,"FOREST TRAIL EL",227909104,"ELEMENTARY","Grade  4",108
"2017-2018",13,"TRAVIS COUNTY","EANES ISD",227909,"FOREST TRAIL EL",227909104,"ELEMENTARY","Grade  5",106
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"FULMORE M S",227901043,"MIDDLE SCHOOL","Grade  6",350
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"FULMORE M S",227901043,"MIDDLE SCHOOL","Grade  7",341
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"FULMORE M S",227901043,"MIDDLE SCHOOL","Grade  8",307
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GALINDO EL",227901176,"ELEMENTARY","Early Education",7
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GALINDO EL",227901176,"ELEMENTARY","Pre-kindergarten",112
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GALINDO EL",227901176,"ELEMENTARY","Kindergarten",73
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GALINDO EL",227901176,"ELEMENTARY","Grade  1",79
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GALINDO EL",227901176,"ELEMENTARY","Grade  2",85
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GALINDO EL",227901176,"ELEMENTARY","Grade  3",66
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GALINDO EL",227901176,"ELEMENTARY","Grade  4",78
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GALINDO EL",227901176,"ELEMENTARY","Grade  5",86
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GARCIA YMLA",227901064,"MIDDLE SCHOOL","Grade  6",142
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GARCIA YMLA",227901064,"MIDDLE SCHOOL","Grade  7",134
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GARCIA YMLA",227901064,"MIDDLE SCHOOL","Grade  8",114
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GARZA INDEPENDENCE H S",227901015,"HIGH SCHOOL","Grade 11",65
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GARZA INDEPENDENCE H S",227901015,"HIGH SCHOOL","Grade 12",104
"2017-2018",13,"TRAVIS COUNTY","UNIVERSITY OF TEXAS UNIVERSITY CHA",227806,"GEORGE M KOZMETSKY SCHOOL",227806015,"ELEMENTARY / SECONDARY","Kindergarten",-9999999
"2017-2018",13,"TRAVIS COUNTY","UNIVERSITY OF TEXAS UNIVERSITY CHA",227806,"GEORGE M KOZMETSKY SCHOOL",227806015,"ELEMENTARY / SECONDARY","Grade  1",-9999999
"2017-2018",13,"TRAVIS COUNTY","UNIVERSITY OF TEXAS UNIVERSITY CHA",227806,"GEORGE M KOZMETSKY SCHOOL",227806015,"ELEMENTARY / SECONDARY","Grade  2",5
"2017-2018",13,"TRAVIS COUNTY","UNIVERSITY OF TEXAS UNIVERSITY CHA",227806,"GEORGE M KOZMETSKY SCHOOL",227806015,"ELEMENTARY / SECONDARY","Grade  3",-9999999
"2017-2018",13,"TRAVIS COUNTY","UNIVERSITY OF TEXAS UNIVERSITY CHA",227806,"GEORGE M KOZMETSKY SCHOOL",227806015,"ELEMENTARY / SECONDARY","Grade  4",-9999999
"2017-2018",13,"TRAVIS COUNTY","UNIVERSITY OF TEXAS UNIVERSITY CHA",227806,"GEORGE M KOZMETSKY SCHOOL",227806015,"ELEMENTARY / SECONDARY","Grade  5",-9999999
"2017-2018",13,"TRAVIS COUNTY","UNIVERSITY OF TEXAS UNIVERSITY CHA",227806,"GEORGE M KOZMETSKY SCHOOL",227806015,"ELEMENTARY / SECONDARY","Grade  6",-9999999
"2017-2018",13,"TRAVIS COUNTY","UNIVERSITY OF TEXAS UNIVERSITY CHA",227806,"GEORGETOWN BEHAVIORAL HEALTH INSTI",227806044,"ELEMENTARY / SECONDARY","Grade  8",5
"2017-2018",13,"TRAVIS COUNTY","UNIVERSITY OF TEXAS UNIVERSITY CHA",227806,"GEORGETOWN BEHAVIORAL HEALTH INSTI",227806044,"ELEMENTARY / SECONDARY","Grade  9",5
"2017-2018",13,"TRAVIS COUNTY","UNIVERSITY OF TEXAS UNIVERSITY CHA",227806,"GEORGETOWN BEHAVIORAL HEALTH INSTI",227806044,"ELEMENTARY / SECONDARY","Grade 10",5
"2017-2018",13,"TRAVIS COUNTY","UNIVERSITY OF TEXAS UNIVERSITY CHA",227806,"GEORGETOWN BEHAVIORAL HEALTH INSTI",227806044,"ELEMENTARY / SECONDARY","Grade 11",-9999999
"2017-2018",13,"TRAVIS COUNTY","UNIVERSITY OF TEXAS UNIVERSITY CHA",227806,"GEORGETOWN BEHAVIORAL HEALTH INSTI",227806044,"ELEMENTARY / SECONDARY","Grade 12",6
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GORZYCKI MIDDLE",227901062,"MIDDLE SCHOOL","Grade  6",423
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GORZYCKI MIDDLE",227901062,"MIDDLE SCHOOL","Grade  7",403
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GORZYCKI MIDDLE",227901062,"MIDDLE SCHOOL","Grade  8",449
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GOVALLE EL",227901116,"ELEMENTARY","Early Education",-9999999
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GOVALLE EL",227901116,"ELEMENTARY","Pre-kindergarten",43
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GOVALLE EL",227901116,"ELEMENTARY","Kindergarten",60
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GOVALLE EL",227901116,"ELEMENTARY","Grade  1",71
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GOVALLE EL",227901116,"ELEMENTARY","Grade  2",51
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GOVALLE EL",227901116,"ELEMENTARY","Grade  3",65
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GOVALLE EL",227901116,"ELEMENTARY","Grade  4",51
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GOVALLE EL",227901116,"ELEMENTARY","Grade  5",64
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GRADUATION PREP ACADEMY LANIER",227901026,"HIGH SCHOOL","Grade  9",16
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GRADUATION PREP ACADEMY LANIER",227901026,"HIGH SCHOOL","Grade 10",12
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GRADUATION PREP ACADEMY LANIER",227901026,"HIGH SCHOOL","Grade 11",17
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GRADUATION PREP ACADEMY LANIER",227901026,"HIGH SCHOOL","Grade 12",32
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GRADUATION PREP ACADEMY TRAVIS",227901025,"HIGH SCHOOL","Grade  9",21
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GRADUATION PREP ACADEMY TRAVIS",227901025,"HIGH SCHOOL","Grade 10",39
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GRADUATION PREP ACADEMY TRAVIS",227901025,"HIGH SCHOOL","Grade 11",47
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GRADUATION PREP ACADEMY TRAVIS",227901025,"HIGH SCHOOL","Grade 12",57
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GRAHAM EL",227901159,"ELEMENTARY","Early Education",-9999999
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GRAHAM EL",227901159,"ELEMENTARY","Kindergarten",78
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GRAHAM EL",227901159,"ELEMENTARY","Grade  1",100
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GRAHAM EL",227901159,"ELEMENTARY","Grade  2",123
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GRAHAM EL",227901159,"ELEMENTARY","Grade  3",106
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GRAHAM EL",227901159,"ELEMENTARY","Grade  4",98
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GRAHAM EL",227901159,"ELEMENTARY","Grade  5",104
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GUERRERO THOMPSON",227901186,"ELEMENTARY","Early Education",-9999999
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GUERRERO THOMPSON",227901186,"ELEMENTARY","Pre-kindergarten",119
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GUERRERO THOMPSON",227901186,"ELEMENTARY","Kindergarten",91
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GUERRERO THOMPSON",227901186,"ELEMENTARY","Grade  1",81
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GUERRERO THOMPSON",227901186,"ELEMENTARY","Grade  2",94
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GUERRERO THOMPSON",227901186,"ELEMENTARY","Grade  3",90
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GUERRERO THOMPSON",227901186,"ELEMENTARY","Grade  4",63
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GUERRERO THOMPSON",227901186,"ELEMENTARY","Grade  5",92
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GULLETT EL",227901117,"ELEMENTARY","Early Education",13
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GULLETT EL",227901117,"ELEMENTARY","Pre-kindergarten",42
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GULLETT EL",227901117,"ELEMENTARY","Kindergarten",101
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GULLETT EL",227901117,"ELEMENTARY","Grade  1",74
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GULLETT EL",227901117,"ELEMENTARY","Grade  2",84
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GULLETT EL",227901117,"ELEMENTARY","Grade  3",94
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GULLETT EL",227901117,"ELEMENTARY","Grade  4",77
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GULLETT EL",227901117,"ELEMENTARY","Grade  5",84
"2017-2018",13,"TRAVIS COUNTY","HARMONY SCIENCE ACADEMY (AUSTIN)",227816,"HARMONY SCHOOL OF EXCELLENCE - AUS",227816101,"ELEMENTARY / SECONDARY","Grade  6",113
"2017-2018",13,"TRAVIS COUNTY","HARMONY SCIENCE ACADEMY (AUSTIN)",227816,"HARMONY SCHOOL OF EXCELLENCE - AUS",227816101,"ELEMENTARY / SECONDARY","Grade  7",93
"2017-2018",13,"TRAVIS COUNTY","HARMONY SCIENCE ACADEMY (AUSTIN)",227816,"HARMONY SCHOOL OF EXCELLENCE - AUS",227816101,"ELEMENTARY / SECONDARY","Grade  8",107
"2017-2018",13,"TRAVIS COUNTY","HARMONY SCIENCE ACADEMY (AUSTIN)",227816,"HARMONY SCHOOL OF EXCELLENCE - AUS",227816101,"ELEMENTARY / SECONDARY","Grade  9",75
"2017-2018",13,"TRAVIS COUNTY","HARMONY SCIENCE ACADEMY (AUSTIN)",227816,"HARMONY SCHOOL OF EXCELLENCE - AUS",227816101,"ELEMENTARY / SECONDARY","Grade 10",75
"2017-2018",13,"TRAVIS COUNTY","HARMONY SCIENCE ACADEMY (AUSTIN)",227816,"HARMONY SCHOOL OF EXCELLENCE - AUS",227816101,"ELEMENTARY / SECONDARY","Grade 11",59
"2017-2018",13,"TRAVIS COUNTY","HARMONY SCIENCE ACADEMY (AUSTIN)",227816,"HARMONY SCHOOL OF EXCELLENCE - AUS",227816101,"ELEMENTARY / SECONDARY","Grade 12",60
"2017-2018",13,"TRAVIS COUNTY","HARMONY SCIENCE ACADEMY (AUSTIN)",227816,"HARMONY SCHOOL OF INNOVATION - AUS",227816005,"ELEMENTARY","Kindergarten",50
"2017-2018",13,"TRAVIS COUNTY","HARMONY SCIENCE ACADEMY (AUSTIN)",227816,"HARMONY SCHOOL OF INNOVATION - AUS",227816005,"ELEMENTARY","Grade  1",55
"2017-2018",13,"TRAVIS COUNTY","HARMONY SCIENCE ACADEMY (AUSTIN)",227816,"HARMONY SCHOOL OF INNOVATION - AUS",227816005,"ELEMENTARY","Grade  2",76
"2017-2018",13,"TRAVIS COUNTY","HARMONY SCIENCE ACADEMY (AUSTIN)",227816,"HARMONY SCHOOL OF INNOVATION - AUS",227816005,"ELEMENTARY","Grade  3",83
"2017-2018",13,"TRAVIS COUNTY","HARMONY SCIENCE ACADEMY (AUSTIN)",227816,"HARMONY SCHOOL OF INNOVATION - AUS",227816005,"ELEMENTARY","Grade  4",83
"2017-2018",13,"TRAVIS COUNTY","HARMONY SCIENCE ACADEMY (AUSTIN)",227816,"HARMONY SCHOOL OF INNOVATION - AUS",227816005,"ELEMENTARY","Grade  5",85
"2017-2018",13,"TRAVIS COUNTY","HARMONY SCIENCE ACADEMY (AUSTIN)",227816,"HARMONY SCHOOL OF POLITICAL SCIENC",227816004,"ELEMENTARY / SECONDARY","Grade  5",85
"2017-2018",13,"TRAVIS COUNTY","HARMONY SCIENCE ACADEMY (AUSTIN)",227816,"HARMONY SCHOOL OF POLITICAL SCIENC",227816004,"ELEMENTARY / SECONDARY","Grade  6",68
"2017-2018",13,"TRAVIS COUNTY","HARMONY SCIENCE ACADEMY (AUSTIN)",227816,"HARMONY SCHOOL OF POLITICAL SCIENC",227816004,"ELEMENTARY / SECONDARY","Grade  7",67
"2017-2018",13,"TRAVIS COUNTY","HARMONY SCIENCE ACADEMY (AUSTIN)",227816,"HARMONY SCHOOL OF POLITICAL SCIENC",227816004,"ELEMENTARY / SECONDARY","Grade  8",68
"2017-2018",13,"TRAVIS COUNTY","HARMONY SCIENCE ACADEMY (AUSTIN)",227816,"HARMONY SCHOOL OF POLITICAL SCIENC",227816004,"ELEMENTARY / SECONDARY","Grade  9",39
"2017-2018",13,"TRAVIS COUNTY","HARMONY SCIENCE ACADEMY (AUSTIN)",227816,"HARMONY SCHOOL OF POLITICAL SCIENC",227816004,"ELEMENTARY / SECONDARY","Grade 10",46
"2017-2018",13,"TRAVIS COUNTY","HARMONY SCIENCE ACADEMY (AUSTIN)",227816,"HARMONY SCHOOL OF POLITICAL SCIENC",227816004,"ELEMENTARY / SECONDARY","Grade 11",21
"2017-2018",13,"TRAVIS COUNTY","HARMONY SCIENCE ACADEMY (AUSTIN)",227816,"HARMONY SCHOOL OF POLITICAL SCIENC",227816004,"ELEMENTARY / SECONDARY","Grade 12",13
"2017-2018",13,"TRAVIS COUNTY","HARMONY SCIENCE ACADEMY (AUSTIN)",227816,"HARMONY SCHOOL OF SCIENCE - AUSTIN",227816003,"ELEMENTARY","Kindergarten",91
"2017-2018",13,"TRAVIS COUNTY","HARMONY SCIENCE ACADEMY (AUSTIN)",227816,"HARMONY SCHOOL OF SCIENCE - AUSTIN",227816003,"ELEMENTARY","Grade  1",96
"2017-2018",13,"TRAVIS COUNTY","HARMONY SCIENCE ACADEMY (AUSTIN)",227816,"HARMONY SCHOOL OF SCIENCE - AUSTIN",227816003,"ELEMENTARY","Grade  2",88
"2017-2018",13,"TRAVIS COUNTY","HARMONY SCIENCE ACADEMY (AUSTIN)",227816,"HARMONY SCHOOL OF SCIENCE - AUSTIN",227816003,"ELEMENTARY","Grade  3",78
"2017-2018",13,"TRAVIS COUNTY","HARMONY SCIENCE ACADEMY (AUSTIN)",227816,"HARMONY SCHOOL OF SCIENCE - AUSTIN",227816003,"ELEMENTARY","Grade  4",87
"2017-2018",13,"TRAVIS COUNTY","HARMONY SCIENCE ACADEMY (AUSTIN)",227816,"HARMONY SCHOOL OF SCIENCE - AUSTIN",227816003,"ELEMENTARY","Grade  5",79
"2017-2018",13,"TRAVIS COUNTY","HARMONY SCIENCE ACADEMY (AUSTIN)",227816,"HARMONY SCIENCE ACADEMY - AUSTIN",227816001,"ELEMENTARY / SECONDARY","Pre-kindergarten",34
"2017-2018",13,"TRAVIS COUNTY","HARMONY SCIENCE ACADEMY (AUSTIN)",227816,"HARMONY SCIENCE ACADEMY - AUSTIN",227816001,"ELEMENTARY / SECONDARY","Kindergarten",53
"2017-2018",13,"TRAVIS COUNTY","HARMONY SCIENCE ACADEMY (AUSTIN)",227816,"HARMONY SCIENCE ACADEMY - AUSTIN",227816001,"ELEMENTARY / SECONDARY","Grade  1",71
"2017-2018",13,"TRAVIS COUNTY","HARMONY SCIENCE ACADEMY (AUSTIN)",227816,"HARMONY SCIENCE ACADEMY - AUSTIN",227816001,"ELEMENTARY / SECONDARY","Grade  2",68
"2017-2018",13,"TRAVIS COUNTY","HARMONY SCIENCE ACADEMY (AUSTIN)",227816,"HARMONY SCIENCE ACADEMY - AUSTIN",227816001,"ELEMENTARY / SECONDARY","Grade  3",85
